Data/Hora, Temperatura Externa, Temperatura Interna, Temperatura Referencia, Sinal de Controle
2021-09-06 21:24:16, 30.149, 57.188, 57.000, 0%
2021-09-06 21:24:18, 30.150, 57.188, 57.000, 0%
2021-09-06 21:24:20, 30.150, 57.312, 57.000, 0%
2021-09-06 21:24:22, 30.150, 57.312, 57.000, 0%
2021-09-06 21:24:24, 30.150, 57.312, 57.000, 0%
2021-09-06 21:24:26, 30.150, 57.375, 57.000, 0%
2021-09-06 21:24:28, 30.150, 57.438, 57.000, 0%
2021-09-06 21:24:30, 30.150, 57.438, 57.000, 0%
2021-09-06 21:24:32, 30.149, 57.438, 57.000, 0%
2021-09-06 21:24:34, 30.149, 57.438, 57.000, 0%
2021-09-06 21:24:36, 30.148, 57.438, 57.000, 0%
2021-09-06 21:24:38, 30.147, 57.438, 57.000, 0%
2021-09-06 21:24:40, 30.146, 57.500, 57.000, 0%
2021-09-06 21:24:42, 30.145, 57.500, 57.000, 0%
2021-09-06 21:24:44, 30.144, 57.438, 57.000, 0%
2021-09-06 21:24:46, 30.143, 57.438, 57.000, 0%
2021-09-06 21:24:48, 30.142, 57.438, 57.000, 0%
2021-09-06 21:24:50, 30.141, 57.375, 57.000, 0%
2021-09-06 21:24:52, 30.141, 57.375, 57.000, 0%
2021-09-06 21:24:54, 30.140, 57.375, 57.000, 0%
2021-09-06 21:24:56, 30.138, 57.250, 57.000, 0%
2021-09-06 21:24:58, 30.137, 57.250, 57.000, 0%
2021-09-06 21:25:00, 30.135, 57.250, 57.000, 0%
2021-09-06 21:25:02, 30.134, 57.188, 57.000, 0%
2021-09-06 21:25:04, 30.133, 57.125, 57.000, 0%
2021-09-06 21:25:06, 30.132, 57.125, 57.000, 0%
2021-09-06 21:25:08, 30.131, 57.000, 57.000, 0%
2021-09-06 21:25:10, 30.131, 56.938, 57.000, 0%
2021-09-06 21:25:12, 30.131, 56.938, 57.000, 0%
2021-09-06 21:25:14, 30.130, 56.875, 57.000, 0%
2021-09-06 21:25:16, 30.129, 56.812, 57.000, 0%
2021-09-06 21:25:18, 30.127, 56.812, 57.000, 0%
2021-09-06 21:25:20, 30.126, 56.750, 57.000, 0%
2021-09-06 21:25:22, 30.126, 56.688, 57.000, 0%
2021-09-06 21:25:24, 30.125, 56.688, 57.000, 0%
2021-09-06 21:25:26, 30.124, 56.562, 57.000, 0%
2021-09-06 21:25:28, 30.122, 56.438, 57.000, 0%
2021-09-06 21:25:30, 30.121, 56.438, 57.000, 0%
2021-09-06 21:25:32, 30.121, 56.375, 57.000, 0%
2021-09-06 21:25:34, 30.120, 56.250, 57.000, 0%
2021-09-06 21:25:36, 30.118, 56.250, 57.000, 0%
2021-09-06 21:25:38, 30.117, 56.188, 57.000, 0%
2021-09-06 21:25:40, 30.116, 56.062, 57.000, 0%
2021-09-06 21:25:42, 30.115, 56.062, 57.000, 0%
2021-09-06 21:25:44, 30.113, 55.875, 57.000, 0%
2021-09-06 21:25:46, 30.112, 55.812, 57.000, 0%
2021-09-06 21:25:48, 30.111, 55.812, 57.000, 0%
2021-09-06 21:25:50, 30.110, 55.688, 57.000, 0%
2021-09-06 21:25:52, 30.108, 55.625, 57.000, 0%
2021-09-06 21:25:54, 30.108, 55.625, 57.000, 0%
2021-09-06 21:25:56, 30.106, 55.562, 57.000, 0%
2021-09-06 21:25:58, 30.105, 55.438, 57.000, 0%
2021-09-06 21:26:00, 30.104, 55.438, 57.000, 0%
2021-09-06 21:26:02, 30.102, 55.250, 57.000, 0%
2021-09-06 21:26:04, 30.100, 55.125, 57.000, 0%
2021-09-06 21:26:06, 30.098, 55.125, 67.000, 100%
2021-09-06 21:26:08, 30.097, 55.062, 67.000, 100%
2021-09-06 21:26:10, 30.095, 55.000, 67.000, 100%
2021-09-06 21:26:12, 30.093, 55.000, 67.000, 100%
2021-09-06 21:26:14, 30.092, 54.938, 67.000, 100%
2021-09-06 21:26:16, 30.091, 55.062, 67.000, 100%
2021-09-06 21:26:18, 30.090, 55.062, 67.000, 100%
2021-09-06 21:26:20, 30.088, 55.188, 67.000, 100%
2021-09-06 21:26:22, 30.088, 55.375, 67.000, 100%
2021-09-06 21:26:24, 30.087, 55.375, 67.000, 100%
2021-09-06 21:26:26, 30.087, 55.688, 67.000, 100%
2021-09-06 21:26:28, 30.087, 56.000, 67.000, 100%
2021-09-06 21:26:30, 30.087, 56.000, 67.000, 100%
2021-09-06 21:26:32, 30.087, 56.375, 67.000, 100%
2021-09-06 21:26:34, 30.087, 57.188, 67.000, 100%
2021-09-06 21:26:36, 30.087, 57.188, 67.000, 100%
2021-09-06 21:26:38, 30.088, 57.625, 67.000, 100%
2021-09-06 21:26:40, 30.090, 58.188, 67.000, 100%
2021-09-06 21:26:42, 30.090, 58.188, 67.000, 100%
2021-09-06 21:26:44, 30.092, 58.750, 67.000, 100%
2021-09-06 21:26:46, 30.093, 59.312, 67.000, 100%
2021-09-06 21:26:48, 30.094, 59.312, 67.000, 100%
2021-09-06 21:26:50, 30.097, 59.938, 67.000, 100%
2021-09-06 21:26:52, 30.098, 61.250, 67.000, 100%
2021-09-06 21:26:54, 30.100, 61.250, 67.000, 100%
2021-09-06 21:26:56, 30.102, 61.938, 67.000, 100%
2021-09-06 21:26:58, 30.104, 62.625, 67.000, 100%
2021-09-06 21:27:00, 30.106, 62.625, 67.000, 100%
2021-09-06 21:27:02, 30.108, 63.375, 67.000, 100%
2021-09-06 21:27:04, 30.111, 64.125, 67.000, 100%
2021-09-06 21:27:06, 30.115, 64.125, 67.000, 100%
2021-09-06 21:27:08, 30.117, 64.875, 67.000, 100%
2021-09-06 21:27:10, 30.121, 66.438, 67.000, 0%
2021-09-06 21:27:12, 30.124, 66.438, 67.000, 0%
2021-09-06 21:27:14, 30.128, 67.250, 67.000, 0%
2021-09-06 21:27:16, 30.132, 68.000, 67.000, 0%
2021-09-06 21:27:18, 30.136, 68.000, 67.000, 0%
2021-09-06 21:27:20, 30.138, 68.688, 67.000, 0%
2021-09-06 21:27:22, 30.141, 69.312, 67.000, -100%
2021-09-06 21:27:24, 30.145, 69.312, 67.000, -100%
2021-09-06 21:27:26, 30.149, 69.938, 67.000, -100%
2021-09-06 21:27:28, 30.152, 70.438, 67.000, -100%
2021-09-06 21:27:30, 30.157, 70.438, 67.000, -100%
2021-09-06 21:27:32, 30.164, 70.438, 67.000, -100%
2021-09-06 21:27:34, 30.173, 70.375, 67.000, -100%
2021-09-06 21:27:36, 30.184, 70.375, 67.000, -100%
2021-09-06 21:27:38, 30.197, 70.250, 67.000, -100%
2021-09-06 21:27:40, 30.209, 70.062, 67.000, -100%
2021-09-06 21:27:42, 30.216, 70.062, 67.000, -100%
