Data/Hora, Temperatura Externa, Temperatura Interna, Temperatura Referencia, Sinal de Controle
2021-09-07 16:54:11, 32.687, 52.188, 55.000, 0%
2021-09-07 16:54:13, 32.685, 52.188, 55.000, 5%
2021-09-07 16:54:15, 32.682, 52.188, 55.000, 11%
2021-09-07 16:54:17, 32.680, 52.250, 55.000, 16%
2021-09-07 16:54:19, 32.677, 52.250, 55.000, 22%
2021-09-07 16:54:21, 32.674, 52.250, 55.000, 27%
2021-09-07 16:54:23, 32.670, 52.250, 55.000, 33%
2021-09-07 16:54:25, 32.668, 52.312, 55.000, 38%
2021-09-07 16:54:27, 32.665, 52.312, 55.000, 43%
2021-09-07 16:54:29, 32.664, 52.375, 55.000, 49%
2021-09-07 16:54:31, 32.662, 52.438, 55.000, 54%
2021-09-07 16:54:33, 32.661, 52.438, 55.000, 58%
2021-09-07 16:54:35, 32.659, 52.562, 55.000, 63%
2021-09-07 16:54:37, 32.657, 52.688, 55.000, 68%
2021-09-07 16:54:39, 32.654, 52.875, 55.000, 72%
2021-09-07 16:54:41, 32.652, 52.875, 55.000, 75%
2021-09-07 16:54:43, 32.649, 53.062, 55.000, 79%
2021-09-07 16:54:45, 32.645, 53.375, 55.000, 82%
2021-09-07 16:54:47, 32.642, 53.625, 55.000, 84%
2021-09-07 16:54:49, 32.640, 53.875, 55.000, 85%
2021-09-07 16:54:51, 32.638, 53.875, 55.000, 86%
2021-09-07 16:54:53, 32.637, 54.250, 55.000, 89%
2021-09-07 16:54:55, 32.636, 54.625, 55.000, 88%
2021-09-07 16:54:57, 32.635, 55.000, 55.000, 87%
2021-09-07 16:54:59, 32.634, 55.000, 55.000, 85%
2021-09-07 16:55:01, 32.633, 55.500, 55.000, 85%
2021-09-07 16:55:03, 32.632, 55.938, 55.000, 82%
2021-09-07 16:55:05, 32.630, 56.438, 55.000, 78%
2021-09-07 16:55:07, 32.628, 56.938, 55.000, 72%
2021-09-07 16:55:09, 32.626, 56.938, 55.000, 66%
2021-09-07 16:55:11, 32.625, 57.438, 55.000, 62%
2021-09-07 16:55:13, 32.624, 58.000, 55.000, 55%
2021-09-07 16:55:15, 32.622, 58.562, 55.000, 46%
2021-09-07 16:55:17, 32.621, 58.562, 55.000, 36%
2021-09-07 16:55:19, 32.620, 59.125, 55.000, 29%
2021-09-07 16:55:21, 32.620, 59.625, 55.000, 18%
2021-09-07 16:55:23, 32.618, 60.125, 55.000, 6%
2021-09-07 16:55:25, 32.616, 60.625, 55.000, -6%
2021-09-07 16:55:27, 32.614, 60.625, 55.000, -20%
2021-09-07 16:55:29, 32.613, 61.000, 55.000, -31%
2021-09-07 16:55:31, 32.611, 61.500, 55.000, -45%
2021-09-07 16:55:33, 32.607, 61.875, 55.000, -60%
2021-09-07 16:55:35, 32.606, 61.875, 55.000, -76%
2021-09-07 16:55:37, 32.602, 62.125, 55.000, -90%
2021-09-07 16:55:39, 32.599, 62.188, 55.000, -100%
2021-09-07 16:55:41, 32.597, 62.125, 55.000, -100%
2021-09-07 16:55:43, 32.595, 62.062, 55.000, -100%
2021-09-07 16:55:45, 32.595, 62.062, 55.000, -100%
2021-09-07 16:55:47, 32.597, 61.938, 55.000, -100%
2021-09-07 16:55:49, 32.599, 61.750, 55.000, -100%
2021-09-07 16:55:51, 32.601, 61.562, 55.000, -100%
2021-09-07 16:55:53, 32.605, 61.562, 55.000, -100%
2021-09-07 16:55:55, 32.607, 61.375, 55.000, -100%
2021-09-07 16:55:57, 32.610, 61.125, 55.000, -100%
2021-09-07 16:55:59, 32.613, 60.875, 55.000, -100%
2021-09-07 16:56:01, 32.617, 60.625, 55.000, -100%
2021-09-07 16:56:03, 32.621, 60.625, 55.000, -100%
2021-09-07 16:56:05, 32.625, 60.312, 55.000, -100%
2021-09-07 16:56:07, 32.628, 60.062, 55.000, -100%
2021-09-07 16:56:09, 32.632, 59.750, 55.000, -100%
2021-09-07 16:56:11, 32.636, 59.750, 55.000, -100%
2021-09-07 16:56:13, 32.639, 59.438, 55.000, -100%
2021-09-07 16:56:15, 32.641, 59.125, 55.000, -100%
2021-09-07 16:56:17, 32.643, 58.812, 55.000, -100%
2021-09-07 16:56:19, 32.646, 58.500, 55.000, -100%
2021-09-07 16:56:21, 32.649, 58.500, 55.000, -100%
2021-09-07 16:56:23, 32.652, 58.188, 55.000, -100%
2021-09-07 16:56:25, 32.654, 57.875, 55.000, -100%
2021-09-07 16:56:27, 32.656, 57.562, 55.000, -100%
2021-09-07 16:56:29, 32.658, 57.562, 55.000, -100%
2021-09-07 16:56:31, 32.660, 57.250, 66.000, 5%
2021-09-07 16:56:33, 32.661, 56.938, 66.000, -30%
2021-09-07 16:56:35, 32.663, 56.750, 66.000, -10%
2021-09-07 16:56:37, 32.664, 56.812, 66.000, 8%
2021-09-07 16:56:39, 32.665, 56.812, 66.000, 26%
2021-09-07 16:56:41, 32.665, 56.812, 66.000, 45%
2021-09-07 16:56:43, 32.666, 56.875, 66.000, 63%
2021-09-07 16:56:45, 32.666, 57.000, 66.000, 81%
2021-09-07 16:56:47, 32.666, 57.000, 66.000, 98%
2021-09-07 16:56:49, 32.666, 57.062, 66.000, 100%
2021-09-07 16:56:51, 32.665, 57.250, 66.000, 100%
2021-09-07 16:56:53, 32.665, 57.500, 66.000, 100%
2021-09-07 16:56:55, 32.664, 57.750, 66.000, 100%
2021-09-07 16:56:57, 32.663, 57.750, 66.000, 100%
2021-09-07 16:56:59, 32.663, 58.062, 66.000, 100%
2021-09-07 16:57:01, 32.664, 58.500, 66.000, 100%
2021-09-07 16:57:03, 32.664, 58.875, 66.000, 100%
2021-09-07 16:57:05, 32.664, 58.875, 66.000, 100%
2021-09-07 16:57:07, 32.664, 59.312, 66.000, 100%
2021-09-07 16:57:09, 32.665, 59.812, 66.000, 100%
2021-09-07 16:57:11, 32.666, 60.375, 66.000, 100%
2021-09-07 16:57:13, 32.667, 60.938, 66.000, 100%
2021-09-07 16:57:15, 32.667, 60.938, 66.000, 100%
2021-09-07 16:57:17, 32.667, 61.500, 66.000, 100%
2021-09-07 16:57:19, 32.667, 62.125, 66.000, 100%
2021-09-07 16:57:21, 32.667, 62.750, 66.000, 100%
2021-09-07 16:57:23, 32.665, 62.750, 66.000, 100%
2021-09-07 16:57:25, 32.663, 63.438, 66.000, 100%
2021-09-07 16:57:27, 32.662, 64.062, 66.000, 100%
2021-09-07 16:57:29, 32.660, 64.812, 66.000, 100%
2021-09-07 16:57:31, 32.658, 65.500, 66.000, 100%
2021-09-07 16:57:33, 32.657, 65.500, 66.000, 100%
2021-09-07 16:57:35, 32.656, 66.188, 66.000, 100%
2021-09-07 16:57:37, 32.655, 66.938, 66.000, 98%
2021-09-07 16:57:39, 32.654, 67.688, 66.000, 93%
2021-09-07 16:57:41, 32.654, 67.688, 66.000, 85%
2021-09-07 16:57:43, 32.654, 68.500, 66.000, 82%
2021-09-07 16:57:45, 32.652, 69.188, 66.000, 73%
2021-09-07 16:57:47, 32.651, 69.938, 66.000, 63%
2021-09-07 16:57:49, 32.650, 70.688, 66.000, 52%
2021-09-07 16:57:51, 32.649, 70.688, 66.000, 38%
2021-09-07 16:57:53, 32.648, 71.375, 66.000, 29%
2021-09-07 16:57:55, 32.647, 72.062, 66.000, 15%
2021-09-07 16:57:57, 32.647, 72.750, 66.000, 0%
2021-09-07 16:57:59, 32.647, 72.750, 66.000, -17%
2021-09-07 16:58:01, 32.649, 73.375, 66.000, -30%
2021-09-07 16:58:03, 32.651, 73.938, 66.000, -48%
2021-09-07 16:58:05, 32.653, 74.438, 66.000, -67%
2021-09-07 16:58:07, 32.655, 74.750, 66.000, -86%
2021-09-07 16:58:09, 32.659, 74.750, 66.000, -100%
2021-09-07 16:58:11, 32.664, 74.812, 66.000, -100%
2021-09-07 16:58:13, 32.668, 74.750, 66.000, -100%
2021-09-07 16:58:15, 32.673, 74.625, 66.000, -100%
2021-09-07 16:58:17, 32.679, 74.625, 66.000, -100%
2021-09-07 16:58:19, 32.685, 74.375, 66.000, -100%
2021-09-07 16:58:21, 32.691, 74.125, 66.000, -100%
2021-09-07 16:58:23, 32.698, 73.812, 66.000, -100%
2021-09-07 16:58:25, 32.705, 73.812, 66.000, -100%
2021-09-07 16:58:27, 32.709, 73.500, 66.000, -100%
2021-09-07 16:58:29, 32.716, 73.188, 66.000, -100%
2021-09-07 16:58:31, 32.723, 72.875, 66.000, -100%
2021-09-07 16:58:33, 32.730, 72.500, 66.000, -100%
2021-09-07 16:58:35, 32.736, 72.500, 66.000, -100%
2021-09-07 16:58:37, 32.743, 72.125, 66.000, -100%
2021-09-07 16:58:39, 32.748, 71.750, 66.000, -100%
2021-09-07 16:58:41, 32.754, 71.312, 66.000, -100%
